Site.Code,Site,Subsite,Sampling.Time,Month,Data.Entered.by,Plot.ID,unique.ID,Prior.to.change,Previous.Spellings,Other.notes,Original.Species,Juvenile,Subspecies,Species,Subgenus,Genus,Tribe,Subfamily,Family,Superfamily,Subsection,Section,Parvorder,Infraorder,Suborder,Order,Superorder,Infraclass,Subclass,Class,Group,Taxa,Type.Partner,Type,Total.Abundance,Notes,Total.Abundance.to.1.mm,Measured.size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Mesured.Size,Dry.Mass.g,individuals/SizeCount,DW.(g),Vegetative.or.Flower,Shoot.ID
BB,BB.B,B,1,July,J.Chow,2,BB.B.1.2,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,19,BB.B.1.19,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,18,BB.B.1.18,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,17,BB.B.1.17,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,16,BB.B.1.16,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,15,BB.B.1.15,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,14,BB.B.1.14,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,14,BB.B.1.14,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,13,BB.B.1.13,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,12,BB.B.1.12,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,11,BB.B.1.11,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,10,BB.B.1.10,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,NA,10,BB.B.1.10,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.B,B,1,July,J.Chow,1,BB.B.1.1,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,9,BB.A.1.9,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,8,BB.A.1.8,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,7,BB.A.1.7,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,6,BB.A.1.6,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,5,BB.A.1.5,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,4,BB.A.1.4,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,3,BB.A.1.3,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,20,BB.A.1.20,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,2,BB.A.1.2,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,19,BB.A.1.19,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,18,BB.A.1.18,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,17,BB.A.1.17,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,16,BB.A.1.16,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,15,BB.A.1.15,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,14,BB.A.1.14,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,13,BB.A.1.13,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,12,BB.A.1.12,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,11,BB.A.1.11,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,10,BB.A.1.10,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BB,BB.A,A,1,July,J.Chow,1,BB.A.1.1,Platynereis.bicaniculata,Platynereis.bicaniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,Mesograzer,Mesograzer,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,9,OR.B.1.9,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,8,OR.B.1.8,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,7,OR.B.1.7,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,6,OR.B.1.6,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,5,OR.B.1.5,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,4,OR.B.1.4,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,3,OR.B.1.3,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,20,OR.B.1.20,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,2,OR.B.1.2,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,18,OR.B.1.18,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,17,OR.B.1.17,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,16,OR.B.1.16,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,12,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,15,OR.B.1.15,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,8,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,14,OR.B.1.14,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,13,OR.B.1.13,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,12,OR.B.1.12,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,11,OR.B.1.11,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,10,OR.B.1.10,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.B,B,1,August,JB,1,OR.B.1.1,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OR,OR.A,A,2,August,JB,9,OR.A.2.9,Platynereis.bicanniculata,Platynereis.bicanniculata,NA,Platynereis.bicanaliculata,N,NA,Platynereis.bicanaliculata,NA,Platynereis,NA,Nereidinae,Nereididae,NA,NA,NA,NA,NA,Nereidiformia,Phyllodocida,NA,NA,Errantia,Polychaeta,Polychaete,Polychaete.Mesograzer,NA,Mesograzer,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
